species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Torgersen,38.7,19.0,194.4167487879216,3483.570155788804,FEMALE
Adelie,Torgersen,42.5,20.7,195.91215907738976,4428.194495688634,MALE
Adelie,Torgersen,34.4,18.4,184.0939077611796,3312.136950879505,FEMALE
Adelie,Torgersen,46.0,21.5,194.1469392269467,4170.822841515345,MALE
Adelie,Biscoe,37.8,18.3,173.6357034364718,3356.2483005335102,FEMALE
Adelie,Biscoe,37.7,18.7,179.66726990079027,3533.5374265519663,MALE
Adelie,Biscoe,35.9,19.2,187.2590548389507,3704.0367424725932,FEMALE
Adelie,Biscoe,38.2,18.1,186.21749630278038,3988.0196287843896,MALE
Adelie,Biscoe,38.8,17.2,177.6952503675531,3772.8892859127527,MALE
Adelie,Biscoe,35.3,18.9,187.57337980148324,3756.749835812815,FEMALE
Adelie,Biscoe,40.6,18.6,183.29060341369365,3524.214776644356,MALE
Adelie,Biscoe,40.5,17.9,187.5028573678601,3181.3432695547467,FEMALE
Adelie,Biscoe,37.9,18.6,171.51342494054964,3161.40778834173,FEMALE
Adelie,Biscoe,40.5,18.9,178.60118345956027,3877.8142845271946,MALE
Adelie,Dream,39.5,16.7,177.77425316201595,3278.8869246410386,FEMALE
Adelie,Dream,37.2,18.1,179.0361293908608,3911.2932479900414,MALE
Adelie,Dream,39.5,17.8,188.92288294582715,3270.3564302096866,FEMALE
Adelie,Dream,40.9,18.9,185.6433009312564,3900.993851473433,MALE
Adelie,Dream,36.4,17.0,195.09806425582724,3266.5578931890172,FEMALE
Adelie,Dream,39.2,21.1,194.8939188206927,4144.155820795995,MALE
Adelie,Dream,38.8,20.0,190.55342424577796,3988.157391372359,MALE
Adelie,Dream,42.2,18.5,179.61187968412466,3488.25570797391,FEMALE
Adelie,Dream,37.6,19.3,180.59816318054038,3335.6903587897505,FEMALE
Adelie,Dream,39.8,19.1,184.68983724900292,4668.9557039974425,MALE
Adelie,Dream,36.5,18.0,180.506060213084,3258.2572190322576,FEMALE
Adelie,Dream,40.8,18.4,194.82706781661844,3878.964222068767,MALE
Adelie,Dream,36.0,18.5,186.51031442494204,3083.886124029566,FEMALE
Adelie,Dream,44.1,19.7,196.60280100129125,4443.515149990576,MALE
Adelie,Dream,37.0,16.9,186.07343440015018,2882.2343657620827,FEMALE
Adelie,Dream,39.6,18.8,188.78344619170988,4515.424126046959,MALE
Adelie,Dream,41.1,19.0,181.8537623856308,3404.116993804809,MALE
Adelie,Dream,37.5,18.9,179.3515062487057,2990.8279347205703,
Adelie,Dream,36.0,17.9,191.13615573539855,3408.6284931697132,FEMALE
Adelie,Dream,42.3,21.2,192.35060278725052,4067.294263840225,MALE
Adelie,Biscoe,39.6,17.7,188.19643426586242,3521.8579002337133,FEMALE
Adelie,Biscoe,40.1,18.9,188.53567142666154,4331.475954467625,MALE
Adelie,Biscoe,35.0,17.9,190.48096853873545,3558.018461061547,FEMALE
Adelie,Biscoe,42.0,19.5,199.50258631631144,4039.4147135691223,MALE
Adelie,Biscoe,34.5,18.1,187.3252989008754,2909.339960701007,FEMALE
Adelie,Biscoe,41.4,18.6,192.67448912147714,3717.716235778023,MALE
Adelie,Biscoe,39.0,17.5,187.24599588025868,3496.4849332321937,FEMALE
Adelie,Biscoe,40.6,18.8,191.27774877264952,3880.2733758901395,MALE
Adelie,Biscoe,36.5,16.6,182.15297815724432,2835.1334878355296,FEMALE
Adelie,Biscoe,37.6,19.1,193.26728786482948,3749.927581264483,MALE
Adelie,Biscoe,35.7,16.9,183.90207117814418,3120.7959604072744,FEMALE
Adelie,Biscoe,41.3,21.1,195.49719531226017,4418.087151499586,MALE
Adelie,Biscoe,37.6,17.0,184.45355149594798,3603.7953923166433,FEMALE
Adelie,Biscoe,41.1,18.2,193.39823885161397,3938.087313032862,MALE
Adelie,Biscoe,36.4,17.1,184.5695709937801,2865.256602460667,FEMALE
Adelie,Biscoe,41.6,18.0,191.99119060433506,3904.540556150771,MALE
Adelie,Biscoe,35.5,16.2,193.70268832862138,3389.58415902985,FEMALE
Adelie,Biscoe,41.1,19.1,187.63050562712954,4057.4495320615865,MALE
Adelie,Torgersen,35.9,16.6,189.72105490877803,2898.9777641796773,FEMALE
Adelie,Torgersen,41.8,19.4,198.54452410841773,4499.193082727486,MALE
Adelie,Torgersen,33.5,19.0,189.17448541634514,3639.3907440832195,FEMALE
Adelie,Torgersen,39.7,18.4,190.36161123485505,3929.570591604947,MALE
Adelie,Torgersen,39.6,17.2,196.52293781211972,3591.884512521512,FEMALE
Adelie,Torgersen,45.8,18.9,196.3185791932228,4086.3429316255724,MALE
Adelie,Torgersen,35.5,17.5,190.65899622524455,3671.8509129605022,FEMALE
Adelie,Torgersen,42.8,18.5,195.00445135470113,4259.343787990607,MALE
Adelie,Torgersen,40.9,16.8,191.5173556048905,3604.1204313657454,FEMALE
Adelie,Torgersen,37.2,19.4,183.51696529164596,3900.621237001717,MALE
Adelie,Torgersen,36.2,16.1,187.93774806562413,3436.255046758355,FEMALE
Adelie,Torgersen,42.1,19.1,195.11163055089742,4091.058637837426,MALE
Adelie,Torgersen,34.6,17.2,188.8363154456123,3148.545280957964,FEMALE
Adelie,Torgersen,42.9,17.6,195.67142205091864,4651.946655192595,MALE
Adelie,Torgersen,36.7,18.8,187.34706152135672,3826.604583541786,FEMALE
Adelie,Torgersen,35.1,19.4,194.30651008625705,4200.160931134361,MALE
Adelie,Dream,37.3,17.8,192.36858709470445,3279.8126302452056,FEMALE
Adelie,Dream,41.3,20.3,195.5869525049513,3573.9074199318634,MALE
Adelie,Dream,36.3,19.5,190.50783067097134,3832.826112787287,MALE
Adelie,Dream,36.9,18.6,188.3119890279418,3608.177616067551,FEMALE
Adelie,Dream,38.3,19.2,188.80444847006976,4065.5801196037437,MALE
Adelie,Dream,38.9,18.8,189.89843073188493,3544.6535531684594,FEMALE
Adelie,Dream,35.7,18.0,199.84085910789292,3569.1302415408186,FEMALE
Adelie,Dream,41.1,18.1,205.36151396548516,4357.637831341509,MALE
Adelie,Dream,34.0,17.1,184.12709981946176,3316.20263943005,FEMALE
Adelie,Dream,39.6,18.1,186.2465953236564,4478.61284076164,MALE
Adelie,Dream,36.2,17.3,187.48160851463885,3229.637108510136,FEMALE
Adelie,Dream,40.8,18.9,206.76030757944443,4286.853737915279,MALE
Adelie,Dream,38.1,18.6,189.80315985444435,3688.613473629609,FEMALE
Adelie,Dream,40.3,18.5,195.13485430424828,4365.829300807742,MALE
Adelie,Dream,33.1,16.1,178.1643634053434,2943.9328815502586,FEMALE
Adelie,Dream,43.2,18.5,191.5274953332846,4094.3202704759365,MALE
Adelie,Biscoe,35.0,17.9,192.83831563821212,3661.147210250597,FEMALE
Adelie,Biscoe,41.0,20.0,201.70965817294382,4770.04746860628,MALE
Adelie,Biscoe,37.7,16.0,181.46614701586498,3028.8825267662487,FEMALE
Adelie,Biscoe,37.8,20.0,188.20122243091666,4335.636252979699,MALE
Adelie,Biscoe,37.9,18.6,195.276525262215,2922.364951186938,FEMALE
Adelie,Biscoe,39.7,18.9,183.6563807186123,3598.6013695091247,MALE
Adelie,Biscoe,38.6,17.2,197.67898732856867,3812.0712126441013,FEMALE
Adelie,Biscoe,38.2,20.0,188.28416976216965,3918.38839577517,MALE
Adelie,Biscoe,38.1,17.0,182.17224097786584,3174.680167348397,FEMALE
Adelie,Biscoe,43.2,19.0,197.71608905636174,4728.337095116395,MALE
Adelie,Biscoe,38.1,16.5,197.74897199439243,3782.1534825320973,FEMALE
Adelie,Biscoe,45.6,20.3,191.16287713477124,4587.997026423969,MALE
Adelie,Biscoe,39.7,17.7,193.17278326767084,3264.379004184046,FEMALE
Adelie,Biscoe,42.2,19.5,197.4213527725507,4303.193642816341,MALE
Adelie,Biscoe,39.6,20.7,191.07159854101837,3846.7867892278823,FEMALE
Adelie,Biscoe,42.7,18.3,196.69130430380906,4072.074678144914,MALE
Adelie,Torgersen,38.6,17.0,186.58257907129337,2955.0431626054324,FEMALE
Adelie,Torgersen,37.3,20.5,198.5122126326534,3825.9411110945907,MALE
Adelie,Torgersen,35.7,17.0,188.74189045943197,3371.2704500456525,FEMALE
Adelie,Torgersen,41.1,18.6,191.15217069066006,3334.8355011080953,MALE
Adelie,Torgersen,36.2,17.2,188.4019251510669,3167.344201676948,FEMALE
Adelie,Torgersen,37.7,19.8,197.55858217729494,3535.431876258462,MALE
Adelie,Torgersen,40.2,17.0,175.12805383529152,3391.7197889670756,FEMALE
Adelie,Torgersen,41.4,18.5,201.93284850227198,3877.182188269017,MALE
Adelie,Torgersen,35.2,15.9,186.41949802814565,3012.1874741087154,FEMALE
Adelie,Torgersen,40.6,19.0,198.57410524351695,3966.501266129222,MALE
Adelie,Torgersen,38.8,17.6,190.6359361626377,3336.385560246555,FEMALE
Adelie,Torgersen,41.5,18.3,193.26866946798836,4248.80453947989,MALE
Adelie,Torgersen,39.0,17.1,191.39331443579098,3048.284843361619,FEMALE
Adelie,Torgersen,44.1,18.0,209.23598108629645,4073.373662944635,MALE
Adelie,Torgersen,38.5,17.9,189.94550786311677,3374.165060797425,FEMALE
Adelie,Torgersen,43.1,19.2,197.79619024212712,3467.4180687689914,MALE
Adelie,Dream,36.8,18.5,192.2547760346363,3483.7260961105176,FEMALE
Adelie,Dream,37.5,18.5,197.9174187431733,4464.98163263203,MALE
Adelie,Dream,38.1,17.6,188.34638906914705,3513.273252964668,FEMALE
Adelie,Dream,41.1,17.5,189.68740397196947,3842.790506015229,MALE
Adelie,Dream,35.6,17.5,190.88190171859466,3234.893770744667,FEMALE
Adelie,Dream,40.2,20.1,199.959798012389,3909.124253758622,MALE
Adelie,Dream,37.0,16.5,184.6886737212428,3362.9981407739356,FEMALE
Adelie,Dream,39.7,17.9,194.83458198757646,4303.647377782649,MALE
Adelie,Dream,40.2,17.1,190.82276353179213,3379.2001502400813,FEMALE
Adelie,Dream,40.6,17.2,186.0480592191142,3500.021243316937,MALE
Adelie,Dream,32.1,15.5,189.14895417631226,3065.0363682965303,FEMALE
Adelie,Dream,40.7,17.0,191.16019166315584,3790.4321343564766,MALE
Adelie,Dream,37.3,16.8,192.17876427292885,2974.09524891295,FEMALE
Adelie,Dream,39.0,18.7,185.09044877255195,3584.321018927907,MALE
Adelie,Dream,39.2,18.6,189.498969024813,4259.532284019473,MALE
Adelie,Dream,36.6,18.4,185.13767865214325,3405.9098037562135,FEMALE
Adelie,Dream,36.0,17.8,194.916000691529,3489.977857017528,FEMALE
Adelie,Dream,37.8,18.1,192.35747709860075,3754.0530710390894,MALE
Adelie,Dream,36.0,17.1,185.8776204995951,3786.42207963488,FEMALE
Adelie,Dream,41.5,18.5,199.25161930417457,3970.928645630864,MALE
Chinstrap,Dream,46.5,17.9,191.60178653818826,3510.011530773586,FEMALE
Chinstrap,Dream,50.0,19.5,196.18802643574563,3893.431053552514,MALE
Chinstrap,Dream,51.3,19.2,193.98858316429417,3644.6709496289604,MALE
Chinstrap,Dream,45.4,18.7,186.45288949287777,3532.415771406196,FEMALE
Chinstrap,Dream,52.7,19.8,196.3211315975878,3777.7756947399243,MALE
Chinstrap,Dream,45.2,17.8,199.05453195419483,3989.5844960087516,FEMALE
Chinstrap,Dream,46.1,18.2,178.61175253679136,3275.8469003720775,FEMALE
Chinstrap,Dream,51.3,18.2,197.0187986675423,3852.337447291541,MALE
Chinstrap,Dream,46.0,18.9,195.48758085069633,4158.623209764652,FEMALE
Chinstrap,Dream,51.3,19.9,198.2373768510337,3731.2036004947918,MALE
Chinstrap,Dream,46.6,17.8,194.1678264400109,3749.5325775884744,FEMALE
Chinstrap,Dream,51.7,20.3,193.4839068323281,3830.164326621289,MALE
Chinstrap,Dream,47.0,17.3,184.72065126358677,3726.408342099635,FEMALE
Chinstrap,Dream,52.0,18.1,200.36267689643424,4058.990755858229,MALE
Chinstrap,Dream,45.9,17.1,191.63647784274008,3624.37197392341,FEMALE
Chinstrap,Dream,50.5,19.6,201.2984019852755,3966.2447347679063,MALE
Chinstrap,Dream,50.3,20.0,196.28556392875794,3299.002327123671,MALE
Chinstrap,Dream,58.0,17.8,180.61167329987458,3589.822921504862,FEMALE
Chinstrap,Dream,46.4,18.6,189.4924606019724,3401.4212490161817,FEMALE
Chinstrap,Dream,49.2,18.2,195.97408738719304,4328.204690368599,MALE
Chinstrap,Dream,42.4,17.3,182.72610069812637,3547.8768682759987,FEMALE
Chinstrap,Dream,48.5,17.5,188.98796733817375,3364.482581137733,MALE
Chinstrap,Dream,43.2,16.6,188.2674952377698,2898.6853097886456,FEMALE
Chinstrap,Dream,50.6,19.4,192.1160408478549,3763.1184993009433,MALE
Chinstrap,Dream,46.7,17.9,194.27674777504984,3315.225343487256,FEMALE
Chinstrap,Dream,52.0,19.0,196.7032063942925,4164.247269819541,MALE
Chinstrap,Dream,50.5,18.4,200.68180351809562,3470.3397563990848,FEMALE
Chinstrap,Dream,49.5,19.0,200.15260706108066,3840.9411314020895,MALE
Chinstrap,Dream,46.4,17.8,191.83320390001546,3706.3513449500774,FEMALE
Chinstrap,Dream,52.8,20.0,204.01129036983875,4555.416972390775,MALE
Chinstrap,Dream,40.9,16.6,187.5058551201491,3277.2832632562986,FEMALE
Chinstrap,Dream,54.2,20.8,201.7496717532788,4326.31987944979,MALE
Chinstrap,Dream,42.5,16.7,184.72350786132805,3316.9635490706314,FEMALE
Chinstrap,Dream,51.0,18.8,202.96202081476517,4131.989767458542,MALE
Chinstrap,Dream,49.7,18.6,195.29604042524977,3609.227443453653,MALE
Chinstrap,Dream,47.5,16.8,199.28852035498832,4008.5542051236507,FEMALE
Chinstrap,Dream,47.6,18.3,196.03732722235097,3851.023255743263,FEMALE
Chinstrap,Dream,52.0,20.7,208.9604897628397,4895.942443151864,MALE
Chinstrap,Dream,46.9,16.6,191.81716683956148,2686.146071302261,FEMALE
Chinstrap,Dream,53.5,19.9,206.79696981462536,4457.861385809957,MALE
Chinstrap,Dream,49.0,19.5,210.9286472223223,3881.039742267894,MALE
Chinstrap,Dream,46.2,17.5,188.979683844842,3671.381246104918,FEMALE
Chinstrap,Dream,50.9,19.1,196.91118280181445,3560.8284850134064,MALE
Chinstrap,Dream,45.5,17.0,197.5982168947592,3493.3633419772523,FEMALE
Chinstrap,Dream,50.9,17.9,195.8323930961413,3689.386552843302,FEMALE
Chinstrap,Dream,50.8,18.5,201.83482674474,4563.030246162499,MALE
Chinstrap,Dream,50.1,17.9,188.94892095313202,3368.3913712677454,FEMALE
Chinstrap,Dream,49.0,19.6,211.91854672946454,4357.572840560533,MALE
Chinstrap,Dream,51.5,18.7,187.1062689215087,3305.852219176917,MALE
Chinstrap,Dream,49.8,17.3,197.64564335090316,3734.478882969034,FEMALE
Chinstrap,Dream,48.1,16.4,201.20058083372263,3417.521334496225,FEMALE
Chinstrap,Dream,51.4,19.0,202.1764219223163,3945.7713266213727,MALE
Chinstrap,Dream,45.7,17.3,191.63837830728875,3636.7538875450336,FEMALE
Chinstrap,Dream,50.7,19.7,202.96954534565572,4113.140039946493,MALE
Chinstrap,Dream,42.5,17.3,186.5886066124984,3318.725968857732,FEMALE
Chinstrap,Dream,52.2,18.8,198.18698811983396,3477.129265672849,MALE
Chinstrap,Dream,45.2,16.6,190.42273747877587,3333.2666760414027,FEMALE
Chinstrap,Dream,49.3,19.9,202.20259029582184,4020.0272484100647,MALE
Chinstrap,Dream,50.2,18.8,201.28739143696748,3900.1633694377974,MALE
Chinstrap,Dream,45.6,19.4,193.1018429392383,3538.882965718987,FEMALE
Chinstrap,Dream,51.9,19.5,207.57621997284494,3990.276001447181,MALE
Chinstrap,Dream,46.8,16.5,189.00102456949801,3685.1475494134415,FEMALE
Chinstrap,Dream,45.7,17.0,196.70929923506682,3583.180629294381,FEMALE
Chinstrap,Dream,55.8,19.8,205.62421752624266,4032.196749248544,MALE
Chinstrap,Dream,43.5,18.1,201.42837594912191,3367.8669291768706,FEMALE
Chinstrap,Dream,49.6,18.2,192.53769877869988,3746.9785211530375,MALE
Chinstrap,Dream,50.8,19.0,209.37117830569957,4142.564255207412,MALE
Chinstrap,Dream,50.2,18.7,198.0910152417554,3781.936499298027,FEMALE
Gentoo,Biscoe,46.1,13.2,213.6569405536387,4461.19298761529,FEMALE
Gentoo,Biscoe,50.0,16.3,232.2701989697607,5751.982850390516,MALE
Gentoo,Biscoe,48.7,14.1,209.92749641205046,4446.0182908922125,FEMALE
Gentoo,Biscoe,50.0,15.2,216.63882024654552,5664.720323466843,MALE
Gentoo,Biscoe,47.6,14.5,216.146435439643,5420.031153635495,MALE
Gentoo,Biscoe,46.5,13.5,210.2161436953975,4619.162588344494,FEMALE
Gentoo,Biscoe,45.4,14.6,211.32976606718202,4757.597929197519,FEMALE
Gentoo,Biscoe,46.7,15.3,219.1087789955407,5232.537773872744,MALE
Gentoo,Biscoe,43.3,13.4,209.27834601942965,4297.426452551764,FEMALE
Gentoo,Biscoe,46.8,15.4,214.3134896178525,5114.650864572042,MALE
Gentoo,Biscoe,40.9,13.7,215.09864287739114,4663.55218784563,FEMALE
Gentoo,Biscoe,49.0,16.1,214.2755974851657,5572.7885587218,MALE
Gentoo,Biscoe,45.5,13.7,216.39464619896324,4657.808469628006,FEMALE
Gentoo,Biscoe,48.4,14.6,213.46237943941304,5795.734525132208,MALE
Gentoo,Biscoe,45.8,14.6,210.12264373908897,4244.890645522802,FEMALE
Gentoo,Biscoe,49.3,15.7,218.2935903006483,5901.825703204185,MALE
Gentoo,Biscoe,42.0,13.5,209.47535973179546,4038.153685971237,FEMALE
Gentoo,Biscoe,49.2,15.2,220.42972876175827,6309.773731923238,MALE
Gentoo,Biscoe,46.2,14.5,208.1785978415986,4756.175141881253,FEMALE
Gentoo,Biscoe,48.7,15.1,222.82969115266718,5366.363536253639,MALE
Gentoo,Biscoe,50.2,14.3,217.68313468170544,5652.038084206628,MALE
Gentoo,Biscoe,45.1,14.5,214.76044623141456,4973.270017675826,FEMALE
Gentoo,Biscoe,46.5,14.5,212.29684749077398,4505.390864319675,FEMALE
Gentoo,Biscoe,46.3,15.8,213.50888762352182,5035.947606211168,MALE
Gentoo,Biscoe,42.9,13.1,216.18451602984084,5039.714041281199,FEMALE
Gentoo,Biscoe,46.1,15.1,214.5572716577423,5076.585696590541,MALE
Gentoo,Biscoe,44.5,14.3,215.3089461683635,4068.245305173517,
Gentoo,Biscoe,47.8,15.0,215.49467364611013,5576.149764973276,MALE
Gentoo,Biscoe,48.2,14.3,210.4907818013043,4660.3309695240305,FEMALE
Gentoo,Biscoe,50.0,15.3,220.08430440213118,5599.942940990161,MALE
Gentoo,Biscoe,47.3,15.3,222.35072233637138,5173.722450369017,MALE
Gentoo,Biscoe,42.8,14.2,209.44580259846632,4780.976098459675,FEMALE
Gentoo,Biscoe,45.1,14.5,206.60115378037065,5037.756381494493,FEMALE
Gentoo,Biscoe,59.6,17.0,229.9660969374521,6091.517790047201,MALE
Gentoo,Biscoe,49.1,14.8,217.80121170780225,5122.34807855012,FEMALE
Gentoo,Biscoe,48.4,16.3,219.4727671099905,5434.82566737386,MALE
Gentoo,Biscoe,42.6,13.7,213.09724046318163,4897.776684109214,FEMALE
Gentoo,Biscoe,44.4,17.3,218.34022651098283,5228.383379697182,MALE
Gentoo,Biscoe,44.0,13.6,207.67640422437557,4392.016526225346,FEMALE
Gentoo,Biscoe,48.7,15.7,209.35734778973747,5335.395238294994,MALE
Gentoo,Biscoe,42.7,13.7,209.70412516191865,3955.0974809290674,FEMALE
Gentoo,Biscoe,49.6,16.0,224.75421234044146,5686.53593366483,MALE
Gentoo,Biscoe,45.3,13.7,211.31726967385086,4235.037932981587,FEMALE
Gentoo,Biscoe,49.6,15.0,213.45070783684014,4794.152150900055,MALE
Gentoo,Biscoe,50.5,15.9,223.10893465945298,5576.822378551853,MALE
Gentoo,Biscoe,43.6,13.9,216.67261741415305,4959.212840655286,FEMALE
Gentoo,Biscoe,45.5,13.9,212.34193014586668,4187.663889172673,FEMALE
Gentoo,Biscoe,50.5,15.9,222.90822192845556,5422.2024925272235,MALE
Gentoo,Biscoe,44.9,13.3,211.89354127261782,5145.04734764203,FEMALE
Gentoo,Biscoe,45.2,15.8,213.99657854860388,5225.840001656575,MALE
Gentoo,Biscoe,46.6,14.2,210.20545951091245,4846.835542176664,FEMALE
Gentoo,Biscoe,48.5,14.1,221.9007849550394,5366.873804195729,MALE
Gentoo,Biscoe,45.1,14.4,208.90242400383667,4368.144211287006,FEMALE
Gentoo,Biscoe,50.1,15.0,224.34350315876654,5029.226154238741,MALE
Gentoo,Biscoe,46.5,14.4,217.74515582942948,4932.404900303924,FEMALE
Gentoo,Biscoe,45.0,15.4,220.73375178839115,4963.597241521564,MALE
Gentoo,Biscoe,43.8,13.9,206.34028934399203,4300.775553887669,FEMALE
Gentoo,Biscoe,45.5,15.0,218.555383305227,4948.964057929476,MALE
Gentoo,Biscoe,43.2,14.5,207.06379072087978,4538.655772014565,FEMALE
Gentoo,Biscoe,50.4,15.3,224.99135477341184,5583.533907727796,MALE
Gentoo,Biscoe,45.3,13.8,208.3003166581305,4206.787177521786,FEMALE
Gentoo,Biscoe,46.2,14.9,220.79839663500005,5330.832824544458,MALE
Gentoo,Biscoe,45.7,13.9,214.93394012332934,4481.338952244301,FEMALE
Gentoo,Biscoe,54.3,15.7,229.61352886542394,5615.06875953221,MALE
Gentoo,Biscoe,45.8,14.2,219.3796639311796,4699.406779963665,FEMALE
Gentoo,Biscoe,49.8,16.8,231.99684796071796,5626.278381552365,MALE
Gentoo,Biscoe,46.2,14.4,213.30103599502988,4666.532816696129,
Gentoo,Biscoe,49.5,16.2,229.5582875964367,5806.4637132832795,MALE
Gentoo,Biscoe,43.5,14.2,218.7656323176293,4694.0025170882545,FEMALE
Gentoo,Biscoe,50.7,15.0,221.85179813100206,5551.7220299010505,MALE
Gentoo,Biscoe,47.7,15.0,215.49539339354163,4726.846279383387,FEMALE
Gentoo,Biscoe,46.4,15.6,221.16300972770748,4964.7450359921695,MALE
Gentoo,Biscoe,48.2,15.6,222.16094214894682,5139.278461193342,MALE
Gentoo,Biscoe,46.5,14.8,217.78456334265627,5149.844851662015,FEMALE
Gentoo,Biscoe,46.4,15.0,215.69704234809276,4645.294933118343,FEMALE
Gentoo,Biscoe,48.6,16.0,230.57786993972843,5838.57947313785,MALE
Gentoo,Biscoe,47.5,14.2,207.8139377658732,4610.809007345636,FEMALE
Gentoo,Biscoe,51.1,16.3,220.7348289097963,5919.964555673806,MALE
Gentoo,Biscoe,45.2,13.8,214.6139786955307,4689.168954190332,FEMALE
Gentoo,Biscoe,45.2,16.4,220.7707797496289,6011.82161455235,MALE
Gentoo,Biscoe,49.1,14.5,210.6319744394129,4619.76758067099,FEMALE
Gentoo,Biscoe,52.5,15.6,221.77870596972602,5483.305435753585,MALE
Gentoo,Biscoe,47.4,14.6,211.64955971791528,4729.994739428462,FEMALE
Gentoo,Biscoe,50.0,15.9,224.8668650696598,5386.995216643392,MALE
Gentoo,Biscoe,44.9,13.8,212.64100842661074,4771.664302724924,FEMALE
Gentoo,Biscoe,50.8,17.3,228.08287028064183,5629.871197827677,MALE
Gentoo,Biscoe,43.4,14.4,216.65125119634604,4614.763314610192,FEMALE
Gentoo,Biscoe,51.3,14.2,218.09614335326157,5351.417922487985,MALE
Gentoo,Biscoe,47.5,14.0,211.7133685255627,4825.662160136041,FEMALE
Gentoo,Biscoe,52.1,17.0,228.87801605904116,5476.346188442693,MALE
Gentoo,Biscoe,47.5,15.0,217.93612362177626,4949.281628840616,FEMALE
Gentoo,Biscoe,52.2,17.1,228.03673727145002,5379.984450031961,MALE
Gentoo,Biscoe,45.5,14.5,212.23054081324895,4711.881093409119,FEMALE
Gentoo,Biscoe,49.5,16.1,224.01881966809876,5758.14000573032,MALE
Gentoo,Biscoe,44.5,14.7,214.35057114274343,4895.7075557057715,FEMALE
Gentoo,Biscoe,50.8,15.7,225.28645595440045,5230.21254978353,MALE
Gentoo,Biscoe,49.4,15.8,216.09723225091065,4940.7913971413955,MALE
Gentoo,Biscoe,46.9,14.6,222.83156303586134,4801.701540503991,FEMALE
Gentoo,Biscoe,48.4,14.4,203.20089974309147,4651.735334424005,FEMALE
Gentoo,Biscoe,51.1,16.5,225.50499572206434,5281.7504167431825,MALE
Gentoo,Biscoe,48.5,15.0,218.74444155590973,4764.035582755143,FEMALE
Gentoo,Biscoe,55.9,17.0,229.5982696640503,5605.219551803796,MALE
Gentoo,Biscoe,47.2,15.5,215.48234931215438,4935.591294764753,FEMALE
Gentoo,Biscoe,49.1,15.0,227.08999664070032,5531.59403180228,MALE
Gentoo,Biscoe,47.3,13.8,216.09083867283456,4758.103842905446,
Gentoo,Biscoe,46.8,16.1,215.18422803312316,5449.723668849333,MALE
Gentoo,Biscoe,41.7,14.7,210.21707767560426,4692.313439894575,FEMALE
Gentoo,Biscoe,53.4,15.8,220.1213082624002,5519.521534165588,MALE
Gentoo,Biscoe,43.3,14.0,209.05519958131677,4560.662680754466,FEMALE
Gentoo,Biscoe,48.1,15.1,208.746580529047,5506.359944507699,MALE
Gentoo,Biscoe,50.5,15.2,216.36152689474477,4892.450579572505,FEMALE
Gentoo,Biscoe,49.8,15.9,230.2120338151973,5973.017863667577,MALE
Gentoo,Biscoe,43.5,15.2,214.08174311425577,4582.547124240791,FEMALE
Gentoo,Biscoe,51.5,16.3,229.68912869496975,5472.835903634894,MALE
Gentoo,Biscoe,46.2,14.1,217.0515279336571,4312.343630787653,FEMALE
Gentoo,Biscoe,55.1,16.0,231.294603691614,5843.309317428346,MALE
Gentoo,Biscoe,44.5,15.7,216.24251110516124,4824.459708162727,
Gentoo,Biscoe,48.8,16.2,222.05342617233777,5994.837025707545,MALE
Gentoo,Biscoe,47.2,13.7,213.2496457785092,4950.317544582886,FEMALE
Gentoo,Biscoe,,,,,
Gentoo,Biscoe,46.8,14.3,216.17902791586695,4784.4504923308705,FEMALE
Gentoo,Biscoe,50.4,15.7,220.78985198870737,5776.151769672231,MALE
Gentoo,Biscoe,45.2,14.8,211.7310396322831,5105.766359633389,FEMALE
Gentoo,Biscoe,49.9,16.1,213.3335470228694,5391.157484811112,MALE
